PLOT,RCP,LIFE_FORMfloating,LIFE_FORMsubmersed,POLLINATIONentomophily,POLLINATIONepihydrophily,POLLINATIONhypohydrophily,FUNCTIONAL_DIVERSITY,ALPHA_DIVERSITY
31004389,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31004390,1,0,1,0,1,0,1.45E-15,2
31004391,1,0.333333333,0.666666667,0,0.666666667,0.333333333,1.880323943,3
31004392,1,0,1,0,1,0,0,1
31004393,1,0,1,0,1,0,0,1
31004395,2,0.125,0.875,0,0.5,0.375,1.477049535,8
31004396,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31004399,2,0.166666667,0.833333333,0,0.666666667,0.166666667,1.511467596,6
31004401,2,0.25,0.625,0.25,0.25,0.125,1.930791888,8
31004403,1,0,1,0,0,1,8.77E-16,2
31004405,2,0.272727273,0.545454545,0.363636364,0.272727273,0.181818182,2.072783093,11
31004406,2,0,1,0,0.75,0.25,0.872765003,4
31004407,2,0.333333333,0.666666667,0.166666667,0.333333333,0.333333333,1.977559954,6
31004410,1,0,1,0,0,1,0,1
31004412,1,0,1,0,0,1,0,1
31004413,1,0.25,0.75,0.25,0.5,0,1.946607909,4
31004414,1,0,1,0,0.5,0.25,1.16368667,4
31004415,2,0.25,0.75,0.125,0.375,0.25,1.81540852,8
31004416,1,0.111111111,0.777777778,0.111111111,0.333333333,0.333333333,1.554669994,9
31004417,2,0.142857143,0.857142857,0,0.571428571,0.285714286,1.514930692,7
31004418,1,0,1,0,0,0,0,1
31004419,2,0,1,0,0.333333333,0.166666667,1.034388151,6
31004421,2,0,1,0,0.25,0.25,0.872765003,4
31004422,1,0.2,0.8,0,0.4,0.6,1.603479624,5
31004423,1,1,0,1,0,0,9.60E-16,2
31004426,2,0.125,0.5,0.375,0.25,0.125,1.898719652,8
31004429,2,0,1,0,0.285714286,0.142857143,0.949948302,7
31004430,1,0,1,0,0.5,0.5,1.16368667,4
31004431,2,0.166666667,0.833333333,0.166666667,0.166666667,0.333333333,1.408285669,6
31004432,2,0.25,0.75,0.25,0.25,0.25,1.836026124,4
31004433,1,0,1,0,0,0,0,1
31004434,1,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,2.158276071,3
31004435,2,0.2,0.8,0,0.4,0.2,1.603479624,5
31004436,1,0,1,0,1,0,0,1
31004438,2,0.25,0.75,0.25,0.25,0.25,1.836026124,4
31004439,2,0.166666667,0.5,0.333333333,0.166666667,0.166666667,1.846837009,6
31004440,2,0.090909091,0.545454545,0.272727273,0.272727273,0.090909091,1.800326728,11
31004441,2,0.142857143,0.571428571,0.357142857,0.142857143,0.142857143,1.784262778,14
31004442,1,0,0.5,0.5,0.5,0,1.857390856,2
31004444,1,0.25,0.5,0.5,0.25,0.25,2.084434769,4
31004445,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31004446,2,0.222222222,0.444444444,0.555555556,0.222222222,0.111111111,2.019387685,9
31004449,1,0,0.714285714,0.285714286,0.285714286,0.285714286,1.606079224,7
31004452,2,0.4,0.4,0.6,0.2,0.2,2.126525263,5
31004453,1,0.25,0.75,0.25,0.25,0.25,1.836026124,4
31004454,2,0.272727273,0.545454545,0.363636364,0.181818182,0.363636364,1.987464373,11
31004456,2,0.4,0.4,0.2,0.2,0.2,2.017727772,5
31004457,1,0.5,0.166666667,0.666666667,0.166666667,0.166666667,1.970443716,6
31004459,1,0.333333333,0.666666667,0.333333333,0,0.333333333,1.764914583,3
31004460,2,0.4,0.6,0.4,0.2,0.2,2.122638407,5
31004461,1,0,0.75,0.25,0,0.25,1.085748795,4
31004462,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31004463,1,0.4,0.2,0.8,0,0.2,1.696600715,5
31004465,1,0,1,0,0,1,0,1
31004468,1,0,1,0,0,1,0,1
31004470,1,0.2,0.8,0,0.6,0.2,1.64688687,5
31004471,1,0,1,0,0.5,0.5,1.16368667,2
31004472,2,0.2,0.4,0.4,0.2,0.2,1.949552902,5
31005234,1,0,1,0,0,1,0,1
31005244,1,0,1,0,0,1,0,1
31005245,1,0,1,0,0.6,0.2,1.117139204,5
31005248,1,0,1,0,0.333333333,0.333333333,1.034388151,3
31005266,1,0,1,0,1,0,2.24E-16,2
31005268,1,0,1,0,0.75,0.25,0.872765003,4
31005269,2,0.125,0.875,0,0.5,0.25,1.477049535,8
31005270,1,0,1,0,0.5,0.5,1.16368667,2
31005472,1,0,0.666666667,0,0.333333333,0.333333333,1.407933886,3
31005473,1,0,0,0.5,0,0,1.062295732,2
31005474,1,0,1,0,1,0,0,1
31005475,1,0.5,0.5,0.5,0,0,1.985528906,4
31005476,1,0.333333333,0.666666667,0.333333333,0,0.333333333,1.764914583,3
31005477,1,0,0,0.5,0.5,0,1.5756392,2
31005478,1,0,1,0,0.5,0.25,1.16368667,4
31005479,1,0.25,0.75,0.25,0,0.25,1.489146679,4
31005480,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31005481,1,0,1,0,0,1,0,1
31005482,2,0,1,0,0.428571429,0.142857143,1.139937963,7
31005483,1,0,1,0,0,0.5,5.85E-16,6
31005484,2,0.142857143,0.857142857,0.142857143,0.285714286,0.142857143,1.496781307,7
31005485,2,0.333333333,0.666666667,0.333333333,0.166666667,0.166666667,1.972909789,6
31005486,1,0,1,0,0.333333333,0,1.034388151,3
31005487,2,0,1,0,0.75,0,0.872765003,4
31005488,1,0,1,0,1,0,2.24E-16,2
31005489,1,0,1,0,1,0,0,1
31005490,1,0.4,0.4,0.6,0,0.2,1.937445075,5
31005491,2,0.111111111,0.666666667,0.222222222,0.222222222,0.222222222,1.665755051,9
31005492,2,0,1,0,0.5,0.166666667,1.16368667,6
31005493,1,0,1,0,1,0,0,1
31005494,2,0,1,0,0.333333333,0.166666667,1.034388151,6
31005495,1,0,1,0,1,0,2.24E-16,2
31005497,1,1,0,1,0,0,0,1
31005498,2,0.125,0.875,0.125,0.25,0.125,1.372073373,8
31005499,1,0.333333333,0.333333333,0.666666667,0,0,1.836265256,3
31005501,1,0,1,0,0,0,0,1
31005503,1,0,1,0,0,0,0,1
31005504,1,0.5,0,1,0,0,1.358893266,2
31005505,1,0,1,0,0.5,0.5,1.16368667,2
31005506,1,0,0.5,0.5,0.5,0,1.857390856,2
31005507,1,0,1,0,1,0,0,1
31005510,2,0.428571429,0.571428571,0.428571429,0.285714286,0.142857143,2.215187378,7
31005513,1,0,1,0,1,0,0,1
31005514,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31005517,1,0,1,0,0.666666667,0,1.034388151,3
31005519,1,0,1,0,1,0,0,1
31005520,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31005521,2,0,1,0,0.285714286,0.285714286,0.949948302,7
31005522,1,0,1,0,1,0,0,1
31005523,1,0,1,0,1,0,0,1
31005525,1,0,1,0,0,0,0,1
31005526,1,0,1,0,0,0,0,1
31005530,2,0.428571429,0.428571429,0.428571429,0.285714286,0.142857143,2.216343376,7
31005531,2,0.2,0.8,0.2,0.4,0.2,1.794158936,5
31005532,1,1,0,1,0,0,0,1
31005533,1,0.2,0.4,0.6,0,0.2,1.732526538,5
31005534,1,0.25,0.25,0.75,0,0,1.605971707,4
31005535,2,0.25,0.75,0,0.5,0.25,1.768894015,4
31005540,1,0,1,0,1,0,0,1
31005541,1,0,0.75,0.25,0.5,0.25,1.643740823,4
31005542,1,0,1,0,0.666666667,0,1.034388151,3
31005543,1,0,1,0,0.5,0,1.16368667,2
31005544,1,0,1,0,1,0,0,1
31005545,1,0,1,0,1,0,0,1
31005548,1,0,1,0,0.4,0.2,1.117139204,5
31005549,1,0,1,0,1,0,1.19E-15,3
31005550,1,0,1,0,1,0,2.24E-16,2
31005551,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31005552,2,0,1,0,0.375,0.25,1.090956253,8
31005553,2,0,1,0,0.5,0.166666667,1.16368667,6
31005554,2,0,1,0,0.428571429,0.142857143,1.139937963,7
31005555,2,0,1,0,0.428571429,0.142857143,1.139937963,7
31005556,1,0,1,0,1,0,1.45E-15,2
31005561,1,0,1,0,0.5,0,1.16368667,2
31005562,1,0,1,0,0.5,0,1.16368667,2
31005563,1,0,1,0,1,0,0,1
31005564,2,0,1,0,0.4,0.2,1.117139204,5
31005565,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31005566,2,0,1,0,0.375,0.25,1.090956253,8
31005567,1,0,1,0,1,0,1.31E-15,2
31005570,1,0,1,0,1,0,0,1
31005571,1,0,1,0,1,0,0,1
31005572,1,0,1,0,1,0,2.24E-16,2
31005576,2,0,1,0,0.333333333,0.166666667,1.034388151,6
31005578,2,0.111111111,0.888888889,0.111111111,0.222222222,0.222222222,1.26365216,9
31005579,2,0,1,0,0.2,0.2,0.744759469,5
31005580,1,0,1,0,1,0,0,1
31005581,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31005582,2,0.285714286,0.714285714,0.285714286,0.142857143,0.142857143,1.819421321,7
31005583,2,0.333333333,0.5,0.333333333,0.166666667,0.166666667,2.034720627,6
31005584,1,0,0.75,0.25,0,0.25,1.085748795,4
31005585,2,0.142857143,0.857142857,0.142857143,0.285714286,0.285714286,1.496781307,7
31005587,2,0,1,0,0.4,0,1.117139204,5
31005588,1,0,1,0,1,0,2.24E-16,2
31005590,1,0,1,0,0,0,0,1
31005592,1,0,1,0,0,0,0,1
31005593,1,0.25,0.75,0.25,0,0.25,1.489146679,4
31005594,1,1,0,1,0,0,0,1
31005595,1,0.5,0.5,0.5,0.5,0,2.301410807,2
31005598,1,1,0,1,0,0,0,1
31005602,1,0.333333333,0.666666667,0,0.333333333,0.333333333,1.814731374,3
31005603,1,0,1,0,0,0,0,1
31005604,1,0,1,0,0,1,0,1
31005606,2,0,1,0,0.5,0.5,1.16368667,2
31005607,2,0.2,0.6,0.3,0.2,0.1,1.873259889,10
31005609,1,0.166666667,0,0.5,0.166666667,0,1.610283032,6
31005611,2,0,1,0,0.4,0.2,1.117139204,5
31005612,1,0.142857143,0.142857143,0.571428571,0,0.142857143,1.475407649,7
31005614,1,0,1,0,1,0,2.24E-16,2
31005615,2,0.333333333,0.5,0.5,0,0.166666667,1.911563672,6
31005616,1,0.25,0.25,0.75,0,0,1.605971707,4
31005617,1,0.2,0.6,0.4,0.4,0,2.069805296,5
31005619,2,0.25,0.75,0.25,0.25,0.25,1.836026124,8
31005620,2,0.222222222,0.777777778,0.222222222,0.222222222,0.111111111,1.7116776,9
31005622,1,0.2,0.2,0.6,0.2,0,1.817584331,5
31005623,2,0.125,0.75,0.25,0.375,0.125,1.779003464,8
31005624,1,0.25,0.75,0.25,0.75,0,1.726058105,4
31005625,1,0.333333333,0.333333333,0.666666667,0,0.333333333,1.836265256,3
31005626,2,0,1,0,0.428571429,0.142857143,1.139937963,7
31005627,1,0.25,0.75,0.25,0.75,0,1.726058105,4
31005628,2,0,0.857142857,0,0.428571429,0.142857143,1.306518061,7
31005629,1,0.2,0,0.8,0,0,1.213927863,5
31005632,2,0,1,0,0.6,0.2,1.117139204,5
31005633,1,0.333333333,0,1,0,0,1.207905126,3
31005634,1,0.5,0.25,0.75,0,0.25,1.795147733,4
31005636,1,0.333333333,0,0.666666667,0,0,1.592190103,3
31005637,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31005638,1,0,0.833333333,0.166666667,0,0.333333333,0.804258367,6
31005639,1,0.5,0,1,0,0,1.358893266,2
31005640,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31005641,2,0.428571429,0.571428571,0.285714286,0.428571429,0.142857143,2.213949478,7
31005642,2,0,1,0,0.25,0.25,0.872765003,4
31005643,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31005644,2,0.333333333,0.666666667,0.222222222,0.444444444,0.111111111,2.073910545,9
31005645,2,0.3,0.7,0.2,0.4,0.1,1.991503741,10
31005646,2,0.25,0.75,0.25,0.25,0.5,1.836026124,4
31005650,1,0,1,0,1,0,1.19E-15,3
31006719,1,0,1,0,0.5,0,1.16368667,2
31006720,1,0,1,0,1,0,0,1
31006723,1,0,1,0,0,1,0,1
31006725,1,0,1,0,0.5,0,1.16368667,2
31006733,1,0.2,0.8,0,0.6,0.2,1.64688687,5
31006751,1,0,1,0,1,0,0,1
31006964,2,0.222222222,0.777777778,0.222222222,0.222222222,0.222222222,1.7116776,9
31006965,2,0.25,0.375,0.5,0.125,0.125,1.949239436,8
31006966,1,0.5,0,0.75,0,0,1.61780598,4
31006970,2,0.25,0.75,0,0.5,0.25,1.768894015,4
31006972,1,1,0,0,1,0,0,1
31006973,1,0,1,0,0.5,0.5,1.16368667,2
31006974,1,0,1,0,0.5,0.5,1.16368667,2
31006982,2,0.333333333,0.666666667,0.166666667,0.5,0.166666667,2.039336905,6
31006983,2,0.375,0.625,0.25,0.375,0.125,2.125993949,8
31006984,2,0.5,0.5,0.5,0,0.25,1.985528906,4
31006985,2,0.333333333,0.666666667,0.333333333,0.166666667,0.333333333,1.972909789,6
31006987,2,0,1,0,0.6,0,1.117139204,5
31006988,2,0.2,0.8,0,0.8,0,1.430598117,5
31006989,1,1,0,0,1,0,0,1
31006991,1,0.2,0.4,0.6,0,0.2,1.732526538,5
31006992,2,0.25,0.625,0.25,0.375,0.125,2.014430821,8
31006993,1,0.333333333,0,1,0,0,1.207905126,3
31006994,2,0.166666667,0.666666667,0.166666667,0.333333333,0.333333333,1.787282939,6
31006995,2,0.2,0.6,0.4,0.2,0.2,1.936468792,5
31006996,1,0.4,0.6,0.2,0.4,0,2.12773844,5
31006997,1,0.333333333,0.666666667,0,1,0,1.491070458,3
31006998,1,0,1,0,1,0,2.24E-16,2
31006999,1,0.333333333,0,1,0,0,1.207905126,3
31007000,1,0.2,0.6,0.2,0.4,0,1.93742795,5
31007001,1,0.333333333,0.333333333,0.666666667,0.333333333,0,2.121952448,3
31007002,1,0,1,0,0.5,0,1.16368667,2
31007003,1,0.333333333,0.333333333,0.666666667,0,0,1.836265256,3
31007004,1,0.2,0.6,0.2,0.4,0.2,1.93742795,5
31007005,1,0,1,0,0.5,0.5,1.16368667,2
31007006,1,0,1,0,1,0,0,1
31007007,1,0.5,0.5,0.5,0.5,0,2.301410807,2
31007008,1,0,1,0,1,0,0,1
31007009,1,0,1,0,0.666666667,0,1.034388151,3
31007010,1,0,1,0,1,0,0,1
31007011,1,0,1,0,1,0,0,1
31007012,1,0,1,0,0,0,0,1
31007013,1,0,1,0,0.5,0.5,1.16368667,2
31007015,1,0.2,0.4,0.6,0.2,0,1.942496178,5
31007016,1,0,1,0,1,0,0,1
31007017,1,0,1,0,0,0,0,1
31007018,1,0,1,0,1,0,1.45E-15,2
31007019,1,0,1,0,0,0.5,1.04E-15,2
31007025,1,0.428571429,0.285714286,0.571428571,0.142857143,0.142857143,2.050971315,7
31007026,1,0.333333333,0.666666667,0.333333333,0.666666667,0,2.045698495,3
31007027,1,0,1,0,0.5,0,1.16368667,2
31007028,1,0,1,0,0.5,0,1.16368667,2
31007029,1,0,0,1,0,0,0,1
31007033,2,0.333333333,0.666666667,0.333333333,0.333333333,0.166666667,2.110824181,6
31007037,1,0.666666667,0,1,0,0,1.207905126,3
31007038,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31007039,1,0.25,0.25,0.75,0,0.25,1.605971707,4
31007042,1,0,1,0,1,0,1.19E-15,3
31007044,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31007045,2,0.4,0.6,0.2,0.6,0.2,2.119584394,5
31007046,1,0.285714286,0.714285714,0.142857143,0.571428571,0.285714286,1.92673449,7
31007047,2,0.285714286,0.714285714,0.285714286,0.428571429,0.142857143,2.039896699,7
31007048,2,0.4,0.6,0.2,0.6,0,2.119584394,5
31007049,2,0.4,0.6,0.3,0.4,0.1,2.191865963,10
31007052,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31007055,2,0.2,0.8,0,0.8,0.2,1.430598117,5
31007057,2,0.25,0.75,0,0.75,0.25,1.640182514,4
31007059,1,0,1,0,1,0,2.24E-16,2
31007060,2,0.2,0.8,0,0.8,0.2,1.430598117,5
31007061,1,0,1,0,0.75,0.25,0.872765003,4
31007062,2,0,1,0,0.6,0.2,1.117139204,5
31007063,2,0,1,0,0.75,0.25,0.872765003,4
31007064,2,0.166666667,0.833333333,0,0.666666667,0.333333333,1.511467596,6
31007065,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31007066,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31007067,2,0.166666667,0.833333333,0,0.666666667,0.166666667,1.511467596,6
31007068,1,0.333333333,0.666666667,0,0.666666667,0.333333333,1.880323943,3
31007069,2,0.222222222,0.777777778,0.111111111,0.444444444,0.222222222,1.780550744,9
31007070,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31007071,2,0,1,0,0.6,0.2,1.117139204,5
31007073,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31007077,1,0,1,0,0,1,0,1
31007078,1,0.5,0.25,0.5,0.25,0.25,2.154244151,4
31007080,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31007081,2,0.571428571,0.428571429,0.428571429,0.142857143,0.142857143,2.114253712,7
31007082,1,0,0,1,0,0,0,1
31007083,2,0.181818182,0.818181818,0.090909091,0.363636364,0.181818182,1.617473412,11
31007085,2,0.272727273,0.727272727,0.181818182,0.363636364,0.181818182,1.907310583,11
31007087,1,0,1,0,0,1,0,1
31007088,2,0.111111111,0.666666667,0.333333333,0.222222222,0.111111111,1.763055295,9
31007089,2,0.5,0.5,0.25,0.25,0.25,2.142660391,4
31007090,2,0,1,0,0.5,0.25,1.16368667,4
31007091,2,0.3,0.6,0.2,0.2,0.1,1.891115495,10
31007092,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31007094,2,0.4,0.4,0.4,0.4,0.2,2.248862577,5
31007096,2,0.181818182,0.636363636,0.181818182,0.272727273,0.181818182,1.787759228,11
31007099,2,0.142857143,0.714285714,0,0.428571429,0.285714286,1.630183789,7
31007100,2,0.363636364,0.636363636,0.272727273,0.363636364,0.090909091,2.123151662,11
31007102,2,0.3,0.7,0.2,0.4,0.1,1.991503741,10
31007104,2,0.25,0.75,0.125,0.375,0.25,1.81540852,8
31007106,2,0.428571429,0.571428571,0.285714286,0.285714286,0.285714286,2.149485045,7
31007108,2,0.2,0.8,0.2,0.2,0.2,1.599334428,5
31007109,1,0,1,0,0,1,0,1
31007110,1,1,0,1,0,0,0,1
31007112,2,0.333333333,0.666666667,0.166666667,0.333333333,0.166666667,1.977559954,6
31007113,1,0,1,0,0,1,0,1
31007114,2,0.333333333,0.333333333,0.444444444,0.222222222,0.111111111,2.093904038,9
31007115,2,0.25,0.333333333,0.416666667,0.25,0.083333333,2.02919429,12
31007116,2,0.142857143,0.571428571,0.285714286,0.285714286,0.142857143,1.883652195,7
31007117,1,0,0,0.5,0.5,0,1.5756392,2
31007118,2,0.25,0.5,0.375,0.125,0.125,1.930665405,8
31007119,1,0.666666667,0.333333333,0.333333333,0.666666667,0,2.128406561,3
31007120,2,0.25,0.625,0.25,0.375,0.125,2.014430821,8
31007121,2,0.285714286,0.571428571,0.285714286,0.285714286,0.142857143,2.039200224,7
31007122,1,0.5,0.166666667,0.833333333,0,0,1.663213065,6
31007124,2,0.285714286,0.571428571,0.285714286,0.285714286,0.142857143,2.039200224,7
31007125,2,0.333333333,0.666666667,0.222222222,0.444444444,0.111111111,2.073910545,9
31007126,1,0.142857143,0.428571429,0.142857143,0.285714286,0.142857143,1.767011089,7
31007127,2,0.444444444,0.555555556,0.333333333,0.333333333,0.111111111,2.214171529,9
31007128,1,0,1,0,0.666666667,0,1.034388151,3
31007129,1,1,0,1,0,0,0,1
31007131,2,0,0.75,0.25,0.5,0.25,1.643740823,4
31007132,2,0.166666667,0.5,0.5,0.166666667,0.166666667,1.906794255,6
31007133,2,0.285714286,0.285714286,0.428571429,0.285714286,0.142857143,2.073320126,7
31007136,1,0,0,0.5,0,0,1.062295732,2
31007137,2,0.2,0.4,0.6,0.2,0.2,1.942496178,5
31007138,1,0.5,0,0.75,0.25,0,1.859627919,4
31007139,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31007141,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31007142,2,0.333333333,0.666666667,0.222222222,0.444444444,0.111111111,2.073910545,9
31007143,2,0.333333333,0.666666667,0.222222222,0.333333333,0.222222222,2.026581194,9
31007144,2,0.2,0.8,0.2,0.2,0.2,1.599334428,5
31007145,2,0,1,0,0.5,0.5,1.16368667,2
31007146,2,0,1,0,0.5,0.166666667,1.16368667,6
31007376,2,0,1,0,0.375,0.25,1.090956253,8
31007377,2,0,1,0,0.333333333,0.333333333,1.034388151,6
31007382,1,0,1,0,1,0,0,1
31007546,1,0,1,0,0,0,0,1
31007548,2,0.111111111,0.777777778,0.111111111,0.333333333,0.111111111,1.568861898,9
31007549,1,0,1,0,0,0.5,1.04E-15,2
31007551,1,0,1,0,1,0,1.31E-15,2
31007554,2,0.2,0.6,0.2,0.4,0.4,1.928598672,5
31007555,1,0,1,0,0,0.666666667,8.63E-16,3
31007556,2,0.333333333,0.666666667,0.333333333,0.166666667,0.166666667,1.972909789,6
31007557,2,0.285714286,0.714285714,0.285714286,0.142857143,0.142857143,1.819421321,7
31007558,2,0.375,0.625,0.25,0.5,0.125,2.148190467,8
31007559,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31007560,2,0.375,0.625,0.375,0.125,0.125,2.011092082,8
31007562,1,0,0.5,0.5,0,0,1.44766506,2
31007563,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31007564,2,0,1,0,0.5,0.25,1.16368667,4
31007565,1,0,1,0,0.5,0,1.16368667,2
31007566,1,0.5,0,1,0,0,1.358893266,2
31007567,1,0.25,0.25,0.75,0,0,1.605971707,4
31007568,2,0,1,0,0.6,0.2,1.117139204,5
31007569,2,0,1,0,0.6,0,1.117139204,5
31007570,2,0.333333333,0.666666667,0.222222222,0.333333333,0.111111111,2.026581194,9
31007571,1,0,1,0,0.666666667,0,1.034388151,3
31007572,1,0,0.666666667,0.333333333,0.333333333,0,1.715266654,3
31007573,2,0,1,0,0.5,0.25,1.16368667,4
31007574,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31007575,2,0.285714286,0.428571429,0.428571429,0.142857143,0,2.008879107,7
31007576,1,0,1,0,1,0,1.45E-15,2
31007577,1,0,1,0,0.5,0,1.16368667,2
31007578,2,0.5,0.5,0.333333333,0.166666667,0.166666667,2.117370224,6
31007579,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31007580,2,0.333333333,0.666666667,0.166666667,0.5,0.166666667,2.039336905,6
31007581,2,0.166666667,0.833333333,0.166666667,0.5,0,1.70025286,6
31007583,1,0,1,0,1,0,2.24E-16,2
31007584,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31007585,2,0,1,0,0.5,0.166666667,1.16368667,6
31007586,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31007587,2,0,1,0,0.5,0.25,1.16368667,4
31007588,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31007589,2,0.142857143,0.857142857,0.142857143,0.428571429,0.142857143,1.618136226,7
31007590,1,0,1,0,0,1,0,1
31007591,2,0,1,0,0.6,0.2,1.117139204,5
31007592,2,0.166666667,0.833333333,0.166666667,0.333333333,0.166666667,1.638644961,6
31007593,2,0.2,0.8,0.2,0.4,0.2,1.794158936,5
31007594,2,0.285714286,0.714285714,0.142857143,0.428571429,0.142857143,1.930208394,7
31007595,2,0.25,0.75,0.25,0.375,0.125,1.931991919,8
31007596,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31007597,2,0.333333333,0.666666667,0.166666667,0.666666667,0.166666667,1.967509172,6
31007598,2,0.2,0.8,0.2,0.6,0.2,1.749556733,5
31007600,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31007601,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31007602,1,0,1,0,1,0,2.24E-16,2
31007603,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31007604,2,0.222222222,0.777777778,0.111111111,0.444444444,0.111111111,1.780550744,9
31007605,2,0.142857143,0.714285714,0.142857143,0.285714286,0.142857143,1.636084127,7
31007606,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31007607,2,0.6,0.4,0.4,0.4,0.2,2.245359658,5
31007609,2,0.375,0.625,0.25,0.375,0.125,2.125993949,8
31007610,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31007614,1,0,1,0,0,1,1.67E-16,2
31007615,2,0.428571429,0.571428571,0.428571429,0.142857143,0.142857143,2.100655608,7
31007616,2,0.3,0.7,0.2,0.3,0.1,1.925921903,10
31007621,2,0.4,0.6,0.4,0.2,0.2,2.122638407,5
31007622,2,0.444444444,0.555555556,0.333333333,0.333333333,0.111111111,2.214171529,9
31007624,2,0.333333333,0.666666667,0.222222222,0.333333333,0.111111111,2.026581194,9
31007625,2,0.285714286,0.714285714,0.285714286,0.142857143,0.142857143,1.819421321,7
31007626,2,0.5,0.5,0.375,0.25,0.125,2.198350918,8
31007628,1,0,1,0,0.5,0,1.16368667,2
31007629,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31007631,2,0.125,0.75,0.125,0.375,0.125,1.661901349,8
31007632,2,0.75,0.25,0.5,0.5,0,2.080925622,4
31007633,2,0.142857143,0.857142857,0.142857143,0.285714286,0.142857143,1.496781307,7
31007634,1,0.25,0.75,0.25,0.25,0.25,1.836026124,4
31007635,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31007636,1,0.333333333,0,0.666666667,0,0,1.592190103,6
31007637,2,0.2,0.6,0.2,0.3,0.1,1.876421622,10
31007638,1,0.333333333,0,1,0,0,1.207905126,3
31007639,2,0.333333333,0.666666667,0.222222222,0.333333333,0.111111111,2.026581194,9
31007640,2,0.333333333,0.444444444,0.444444444,0.222222222,0.111111111,2.119875606,9
31007641,2,0.125,0.875,0.125,0.375,0.125,1.526214808,8
31007642,1,0.333333333,0,1,0,0,1.207905126,3
31007643,2,0.25,0.75,0.25,0.75,0,1.726058105,4
31007644,2,0.2,0.7,0.2,0.1,0.1,1.564967914,10
31007645,2,0.375,0.625,0.375,0.25,0.125,2.129101819,8
31007646,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31007648,1,0.333333333,0.333333333,0.666666667,0.333333333,0,2.121952448,3
31007649,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31007650,2,0.333333333,0.666666667,0.222222222,0.444444444,0.111111111,2.073910545,9
31007651,2,0.2,0.8,0.2,0.6,0.2,1.749556733,5
31007652,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31007653,1,0,1,0,1,0,1.19E-15,3
31007826,2,0.166666667,0.833333333,0,0.666666667,0.166666667,1.511467596,6
31007832,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31007833,1,0,1,0,1,0,0,1
31007995,1,0,0.25,0.5,0.25,0,1.656226422,4
31007996,2,0.5,0.5,0.25,0.5,0,2.229602048,4
31007997,2,0.428571429,0.571428571,0.285714286,0.428571429,0.142857143,2.213949478,7
31007999,2,0.25,0.75,0,0.75,0,1.640182514,4
31008000,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31008001,2,0.25,0.75,0.25,0.25,0.25,1.836026124,4
31008005,1,0.2,0,0.4,0.2,0,1.672906172,5
