PLOT,SUBSTRATE,AVGDEPTH,MINDEPTH,MAXDEPTH,RANGEDEPTH,TURBIDITY,TEMPERATURE,OXYGEN,TSS,PH,CHLOROPHYLL,VELOCITY,TOTALP,TOTALN,N_PRatio,QMEAN,QMIN,QMAX,QGROWING,CONNECTIVITY,EXCEEDANCE,WINDFETCH,logN,logP,DEPTH_PRED,DEPTH_RESID,CONNECTIVITY_PRED,CONNECTIVITY_RESID,VELOCITY_PRED,VELOCITY_RESID,EXCEEDANCE_PRED,EXCEEDANCE_RESID,logN_PRED,logN_RESID,logP_PRED,logP_RESID,TSS_PRED,TSS_RESID,CHLOROPHYLL_PRED,CHLOROPHYLL_RESID,TEMPERATURE_PRED,TEMPERATURE_RESID
32013443,1,0.7,0.7,0.7,0,4,31.1,6.6,4.32,7.8,12.5,0,0.272,1.951,7.173,1521,379,3477,1709,25.91,43.2,0.32,0.3,-0.6,0.6,0.1,25.4,0.5,0,0,39.7,3.5,0.280,0.011,-0.607,0.041,5.5,-1.2,16.2,-3.6,30.8,0.3
32013444,1,0.0,0,0,0,9,28.5,13.2,11.17,8.8,45.3,0.11,0.112,1.627,14.527,1521,379,3477,1709,8.84,43.75,0.13,0.2,-1,0.5,-0.5,9.3,-0.5,0.1,0,47.1,-3.4,0.214,-0.002,-0.927,-0.024,10.8,0.3,41.9,3.3,28.8,-0.3
32013445,1,0.6,0.6,0.6,0,1,27.5,5.8,0.12,7.5,4.1,0,0.132,1.247,9.447,1521,379,3477,1709,7.49,0,0.12,0.1,-0.9,0.7,-0.1,10.7,-3.2,0,0,9.4,-9.4,0.138,-0.042,-0.888,0.009,2.9,-2.8,17.5,-13.5,27.5,0
32013451,3,1.7,1.7,1.7,0,13,29.3,14.8,14.15,9,56.5,0,0.134,1.723,12.858,1521,379,3477,1709,11.69,99.6,0.23,0.2,-0.9,1.3,0.4,11.8,-0.1,0,0,94.9,4.7,0.210,0.027,-0.877,0.004,11.8,2.4,42.3,14.3,29,0.3
32013452,1,0.9,0.9,0.9,0,1,27.5,5.8,0.12,7.5,4.1,0,0.132,1.247,9.447,1521,379,3477,1709,25.09,26.4,0.47,0.1,-0.9,1,-0.1,24.9,0.2,0,0,36.7,-10.3,0.120,-0.025,-0.880,0.000,1.8,-1.6,12.9,-8.8,27.5,0
32013457,6,1.3,1.3,1.3,0,8,31.8,17.5,9.68,9.2,35.3,0,0.196,1.554,7.929,1521,379,3477,1709,12.12,34,0.19,0.2,-0.7,1.1,0.2,12.4,-0.3,0,0,38.9,-4.9,0.172,0.020,-0.792,0.085,9.6,0.1,33.1,2.1,30.1,1.7
32013458,1,0.4,0.4,0.4,0,18,26.5,8.7,13.28,8.5,35.9,0.11,0.131,1.538,11.740,1521,379,3477,1709,18.81,0,0.26,0.2,-0.9,0.6,-0.2,16.8,2,0,0.1,54.5,-54.5,0.122,0.065,-0.665,-0.218,6.1,7.2,18.1,17.8,29.1,-2.6
32013462,1,2.4,2.4,2.4,0,7,26.6,10.6,7.55,8.4,32.5,0.07,0.114,1.731,15.184,1521,379,3477,1709,64.09,164.8,0.74,0.2,-0.9,1.2,1.2,62.5,1.5,0,0,98.8,66,0.191,0.048,-0.912,-0.032,6.6,1,28.1,4.4,26.8,-0.2
32013465,1,0.5,0.5,0.5,0,5,30.8,13.5,4.66,9.3,10.5,0,0.140,1.217,8.693,1521,379,3477,1709,0,0,0.06,0.1,-0.9,1,-0.5,8.5,-8.5,0,0,29.7,-29.7,0.111,-0.026,-0.865,0.011,6.1,-1.4,18.4,-8,29.8,1
32013471,1,0.8,0.8,0.8,0,8,27,10.1,9.72,8.1,55.2,0,0.129,1.401,10.860,1521,379,3477,1709,50.39,43,0.56,0.1,-0.9,0.8,0,49.3,1.1,0,0,37.7,5.3,0.134,0.012,-0.886,-0.003,8.6,1.2,45.9,9.3,27.4,-0.4
32013475,6,0.8,0.8,0.8,0,5,30.8,13.5,4.66,9.3,10.5,0,0.140,1.217,8.693,1521,379,3477,1709,13.49,50.4,0.21,0.1,-0.9,1,-0.2,13.2,0.3,0,0,54.4,-4,0.122,-0.036,-0.844,-0.010,8,-3.3,26,-15.5,29.8,1
32013480,1,0.8,0.8,0.8,0,4,31.3,15,1.7,9.2,1.6,0,0.134,1.150,8.582,1521,379,3477,1709,19.54,46.2,0.39,0.1,-0.9,0.8,0,22,-2.5,0,0,54.7,-8.5,0.088,-0.027,-0.875,0.002,4.5,-2.8,19.4,-17.7,29.7,1.6
32013481,1,0.5,0.5,0.5,0,27,26.6,10.3,34.52,8.5,38.9,0.13,0.153,1.888,12.340,1521,379,3477,1709,16.58,31.75,0.58,0.3,-0.8,0.6,-0.1,18.3,-1.8,0.1,0,40,-8.3,0.231,0.045,-0.756,-0.059,23.8,10.7,33.1,5.8,27.7,-1.1
32013483,1,0.6,0.6,0.6,0,4,31.3,15,1.7,9.2,1.6,0,0.134,1.150,8.582,1521,379,3477,1709,24.52,35,0.41,0.1,-0.9,0.9,-0.3,23.8,0.7,0,0,87.8,-52.8,0.098,-0.037,-0.871,-0.002,5.9,-4.2,22.5,-20.9,29.6,1.7
32013488,1,0.0,0,0,0,14,26.4,11.1,18.59,8.7,35.3,0.07,0.131,1.703,13.000,1521,379,3477,1709,13.57,37.33,0.17,0.2,-0.9,0.4,-0.4,13.3,0.3,0.1,0,44.5,-7.2,0.213,0.018,-0.874,-0.009,15.8,2.8,31.3,4,27.5,-1.1
32013491,1,0.8,0.8,0.8,0,27,26.6,10.3,34.52,8.5,38.9,0.13,0.153,1.888,12.340,1521,379,3477,1709,51.59,85.6,0.86,0.3,-0.8,0.8,0,51.4,0.2,0.1,0,69.3,16.3,0.208,0.068,-0.794,-0.021,23.5,11.1,27.8,11,27.4,-0.8
32013494,1,1.2,1.2,1.2,0,3,29.3,19.5,1.53,9,0.7,0,0.165,1.249,7.570,1521,379,3477,1709,67.38,34,1.06,0.1,-0.8,1.1,0.1,65.8,1.6,0.1,-0.1,46.8,-12.8,0.118,-0.022,-0.787,0.004,7.5,-6,9.9,-9.3,28.5,0.8
32013498,1,0.1,0.1,0.1,0,13,24.7,8.8,18.1,8.4,39.4,0.47,0.132,2.012,15.242,1521,379,3477,1709,24.45,51,0.74,0.3,-0.9,0.5,-0.4,25,-0.6,0.4,0.1,62.6,-11.6,0.274,0.029,-0.841,-0.039,15.5,2.6,34.5,4.9,25.2,-0.5
32013499,2,0.1,0.1,0.1,0,13,24.7,8.8,18.1,8.4,39.4,0.47,0.132,2.012,15.242,1521,379,3477,1709,24.03,41.4,0.76,0.3,-0.9,0.4,-0.3,25,-0.9,0.4,0,52.7,-11.3,0.287,0.017,-0.854,-0.025,17.6,0.5,36.5,2.9,24.9,-0.2
32013500,1,0.4,0.4,0.4,0,13,24.7,8.8,18.1,8.4,39.4,0.47,0.132,2.012,15.242,1521,379,3477,1709,17.39,63.2,0.41,0.3,-0.9,0.5,-0.1,17.2,0.2,0.3,0.2,51.1,12.1,0.217,0.087,-0.850,-0.030,12.2,5.9,31.7,7.7,25.4,-0.7
32013501,3,0.4,0.4,0.4,0,16,24.5,8,18.97,8.3,37.9,0.48,0.143,2.012,14.070,1521,379,3477,1709,41.56,59.5,1.23,0.3,-0.8,0.5,-0.1,40.9,0.6,0.4,0,58.8,0.7,0.284,0.020,-0.840,-0.005,18.8,0.2,36.6,1.3,24.8,-0.3
32013503,1,0.3,0.3,0.3,0,8,26.4,12.3,8.59,8.7,30.2,0.04,0.121,1.624,13.421,1521,379,3477,1709,0,0,0.05,0.2,-0.9,0.5,-0.2,8.3,-8.3,0.2,-0.1,31.7,-31.7,0.235,-0.024,-0.898,-0.020,10.8,-2.2,33,-2.8,26,0.4
32013505,1,0.5,0.5,0.5,0,8,26.4,12.3,8.59,8.7,30.2,0.04,0.121,1.624,13.421,1521,379,3477,1709,20.94,68,0.26,0.2,-0.9,0.5,0,19.8,1.1,0.2,-0.1,58.6,9.4,0.235,-0.025,-0.899,-0.019,11,-2.4,33.2,-3,25.9,0.5
32013512,3,0.1,0.1,0.1,0,7,25.1,13.2,3.89,8.5,9.5,0,0.131,1.769,13.504,1521,379,3477,1709,25.72,39.5,0.51,0.2,-0.9,0.6,-0.5,26.9,-1.2,0.1,-0.1,86.8,-47.3,0.235,0.013,-0.885,0.002,7.6,-3.7,15.3,-5.8,25.1,0
32013515,2,0.2,0.2,0.2,0,10,25.7,14.7,7.04,8.7,12.9,0,0.170,1.652,9.718,1521,379,3477,1709,52.33,55.4,0.79,0.2,-0.8,0.7,-0.5,47.2,5.1,0.1,-0.1,87.7,-32.3,0.231,-0.013,-0.856,0.086,7.2,-0.2,16,-3.1,25.1,0.6
32013516,1,0.1,0.1,0.1,0,10,25.7,14.7,7.04,8.7,12.9,0,0.170,1.652,9.718,1521,379,3477,1709,44.23,47.8,0.93,0.2,-0.8,0.3,-0.2,46.5,-2.2,0,0,54.4,-6.6,0.231,-0.013,-0.813,0.043,6.2,0.8,11.2,1.7,25.3,0.4
32013517,1,0.1,0.1,0.1,0,2,24.4,19.2,1.99,8.7,6.9,0.01,0.143,1.356,9.483,1521,379,3477,1709,48.97,46.2,0.92,0.1,-0.8,0.2,-0.1,49.9,-1,0,0,55.2,-9,0.199,-0.066,-0.835,-0.009,4.8,-2.8,8.7,-1.8,24.8,-0.4
32013518,2,0.3,0.3,0.3,0,7,25.4,7.3,4.17,8.1,4.1,0.01,0.145,1.779,12.269,1521,379,3477,1709,51.7,38,1.06,0.3,-0.8,0.3,0,52.2,-0.5,0,0,56.5,-18.5,0.261,-0.011,-0.839,0.001,7.2,-3,9.9,-5.8,25.3,0.1
32013519,1,0.1,0.1,0.1,0,17,25.3,7.9,16.64,8.2,22.3,0.05,0.154,2.301,14.942,1521,379,3477,1709,59.47,120.5,1.17,0.4,-0.8,0.2,-0.1,59.3,0.2,0,0,96.5,24,0.335,0.027,-0.831,0.019,14.5,2.2,19.6,2.7,25.3,0
32013520,1,0.1,0.1,0.1,0,17,25.3,7.9,16.64,8.2,22.3,0.05,0.154,2.301,14.942,1521,379,3477,1709,65.73,69,1.22,0.4,-0.8,0.3,-0.2,64,1.7,0.1,0,80.6,-11.6,0.344,0.018,-0.838,0.026,14.6,2,20.1,2.2,25.3,0
32013521,3,0.0,0,0,0,13,24.4,7.1,7.98,7.9,8,0.03,0.149,2.234,14.993,1521,379,3477,1709,67.32,70.75,0.97,0.3,-0.8,0.2,-0.2,63.7,3.7,0,0,64.2,6.6,0.311,0.038,-0.841,0.014,11.5,-3.6,11.4,-3.4,24.8,-0.4
32013527,1,0.6,0.6,0.6,0,33,25.5,6.4,23.1,7.7,9.2,0.14,0.216,1.399,6.477,1521,379,3477,1709,61.06,67,1.27,0.1,-0.7,0.7,-0.1,60.6,0.5,0.2,0,66.2,0.8,0.155,-0.010,-0.679,0.013,22.1,1,10.4,-1.3,25.5,0
32013530,4,1.4,1.4,1.4,0,26,25.4,7.3,19.07,8,20.2,0.43,0.173,1.935,11.185,1521,379,3477,1709,50.04,29.5,1.57,0.3,-0.8,1,0.4,51.6,-1.5,0.4,0,55.3,-25.8,0.259,0.028,-0.775,0.013,19.4,-0.3,17.9,2.4,25.4,0
32013534,3,0.6,0.6,0.6,0,33,25.5,6.4,23.1,7.7,9.2,0.14,0.216,1.399,6.477,1521,379,3477,1709,66.01,63.25,1.59,0.1,-0.7,0.8,-0.2,69.8,-3.8,0.2,0,68.5,-5.3,0.165,-0.019,-0.690,0.025,22.3,0.8,11.6,-2.5,25.5,0
32013536,6,1.6,1.6,1.6,0,26,25.4,7.3,19.07,8,20.2,0.43,0.173,1.935,11.185,1521,379,3477,1709,93.71,125.4,2.13,0.3,-0.8,1.2,0.4,89.9,3.8,0.4,0,117.7,7.7,0.280,0.006,-0.782,0.020,18,1.1,18.7,1.6,25.4,0
32013537,3,0.7,0.7,0.7,0,26,25.4,7.3,19.07,8,20.2,0.43,0.173,1.935,11.185,1521,379,3477,1709,61.32,82.2,2,0.3,-0.8,0.9,-0.2,66.7,-5.4,0.4,0.1,91.4,-9.2,0.280,0.007,-0.811,0.049,17.1,2,17.5,2.8,25.5,-0.1
32013541,3,1.2,1.2,1.2,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,100,74.5,2.27,0.2,-1,1.2,0,99.8,0.2,0.1,-0.1,77.1,-2.6,0.193,-0.010,-0.916,-0.080,7.5,-5.2,8.9,-3.9,25.8,0.3
32013542,5,1.6,1.6,1.6,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,100,135.5,2.13,0.2,-0.7,1.7,-0.1,99.6,0.4,0.3,0,145.7,-10.2,0.173,-0.004,-0.729,0.045,18.2,1.3,16.2,0.4,25.3,-0.1
32013543,6,1.4,1.4,1.4,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,75.85,159,1.81,0.2,-0.7,1.5,-0.1,84.7,-8.9,0.3,0.1,141.5,17.5,0.171,-0.003,-0.709,0.025,19.3,0.2,15.5,1.2,25.4,-0.2
32013544,3,0.9,0.9,0.9,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,100,44.8,2.14,0.2,-1,1.1,-0.2,99.3,0.7,0.1,-0.1,66.9,-22.1,0.185,-0.002,-0.950,-0.045,5,-2.7,6.6,-1.6,26,0.1
32013549,2,0.7,0.7,0.7,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,58.63,42.8,1.6,0.2,-1,1.1,-0.4,67.8,-9.1,0.1,-0.1,73.4,-30.6,0.263,-0.081,-0.903,-0.093,6.9,-4.6,11.6,-6.6,25.9,0.2
32013550,6,2.0,2,2,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,100,162.8,2.07,0.2,-0.7,2,0,99,1,0.3,0,168.5,-5.7,0.170,-0.001,-0.703,0.019,19,0.5,16.6,0.1,25.2,0
32013552,3,1.1,1.1,1.1,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,100,66,2.33,0.2,-1,1.2,-0.1,99.6,0.4,0,0,84.2,-18.2,0.182,0.000,-0.962,-0.034,3.7,-1.3,6,-0.9,26,0.1
32013553,6,1.7,1.7,1.7,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,100,139.75,2.03,0.2,-0.7,1.7,0,98.4,1.6,0.3,0,148.3,-8.6,0.171,-0.002,-0.748,0.064,18.2,1.3,16.2,0.5,25.3,-0.1
32013554,1,1.7,1.7,1.7,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,100,146.8,2.17,0.2,-1,1.6,0.1,99.8,0.2,0,0,121,25.8,0.185,-0.002,-0.965,-0.031,3.2,-0.9,5.6,-0.6,26.1,0
32013555,6,1.3,1.3,1.3,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,100,100.2,2.34,0.2,-0.7,1.5,-0.2,99.9,0.1,0.3,0.1,109.5,-9.3,0.175,-0.006,-0.803,0.119,15.2,4.4,14.1,2.5,25.4,-0.2
32013556,2,1.7,1.7,1.7,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,100,106,2.39,0.2,-1,1.6,0.1,99.8,0.2,0.1,0,109.9,-3.9,0.183,-0.001,-0.968,-0.028,4.3,-2,6.6,-1.6,26,0.1
32013558,2,1.5,1.5,1.5,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,74.66,116.4,1.8,0.2,-0.7,1.6,-0.1,75.1,-0.5,0.3,0,138.7,-22.3,0.171,-0.002,-0.744,0.060,17.9,1.6,15.8,0.9,25.3,-0.1
32013559,1,0.1,0.1,0.1,0,13,26.1,8.4,8.04,8.2,16.5,0.18,0.126,2.078,16.492,1521,379,3477,1709,40.85,57,1.14,0.3,-0.9,0.5,-0.4,41.9,-1,0.2,0,64.3,-7.3,0.299,0.018,-0.902,0.003,7.6,0.4,16,0.5,26,0.1
32013564,3,1.4,1.4,1.4,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,100,87.2,2.17,0.2,-1,1.5,-0.1,99.7,0.3,0,0,101.9,-14.7,0.188,-0.006,-0.988,-0.008,2.8,-0.4,6,-1,26.1,0
32013565,1,0.8,0.8,0.8,0,13,26.1,8.4,8.04,8.2,16.5,0.18,0.126,2.078,16.492,1521,379,3477,1709,49.99,69.4,1.43,0.3,-0.9,0.8,0,54.3,-4.3,0.2,0,73.4,-4,0.311,0.006,-0.897,-0.003,8.1,0,16.3,0.2,26,0.1
32013568,4,1.4,1.4,1.4,0,4,26.1,11.9,2.31,8.7,5,0.02,0.101,1.521,15.059,1521,379,3477,1709,100,80,2.39,0.2,-1,1.4,0,99.8,0.2,0,0,89.5,-9.5,0.184,-0.002,-0.990,-0.005,2.8,-0.5,6,-1,26.1,0
32013573,1,0.6,0.6,0.6,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,40.83,95.2,1.05,0.2,-0.7,0.8,-0.2,42.3,-1.5,0.3,0,96.5,-1.3,0.170,-0.001,-0.703,0.019,18.8,0.7,16.4,0.3,25.3,-0.1
32013579,1,0.8,0.8,0.8,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,37.42,83.25,0.58,0.2,-0.7,1.1,-0.3,41.2,-3.8,0.3,0.1,93.5,-10.2,0.172,-0.003,-0.725,0.041,14.6,4.9,13.8,2.9,25.4,-0.2
32013580,6,2.0,2,2,0,2,25.8,14.9,0.22,9.1,0.7,0.02,0.102,1.522,14.922,1521,379,3477,1709,100,122.75,2.38,0.2,-1,1.4,0.6,96.9,3.1,0.1,-0.1,147.4,-24.7,0.179,0.003,-0.954,-0.038,6.8,-6.6,7.6,-6.9,25.6,0.2
32013581,6,1.8,1.8,1.8,0,2,25.8,14.9,0.22,9.1,0.7,0.02,0.102,1.522,14.922,1521,379,3477,1709,100,135,2.03,0.2,-1,1.5,0.3,95.6,4.4,0.1,-0.1,126.1,8.9,0.189,-0.006,-0.954,-0.037,6,-5.8,7.2,-6.5,25.7,0.1
32013583,1,1.0,1,1,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,55.98,134.75,0.69,0.2,-0.7,1.2,-0.2,52.9,3.1,0.2,0.1,129.1,5.7,0.174,-0.005,-0.768,0.084,12.2,7.3,10.8,5.8,25.4,-0.2
32013584,1,0.7,0.7,0.7,0,31,25.2,6.3,19.52,7.7,16.7,0.34,0.207,1.475,7.126,1521,379,3477,1709,47.99,63,0.69,0.2,-0.7,1.1,-0.4,46.3,1.7,0.2,0.1,103.8,-40.8,0.175,-0.006,-0.808,0.124,10.8,8.8,11.7,5,25.6,-0.4
32013587,1,1.4,1.4,1.4,0,2,25.8,14.9,0.22,9.1,0.7,0.02,0.102,1.522,14.922,1521,379,3477,1709,45.2,134,0.9,0.2,-1,1.3,0.1,49.4,-4.2,0.1,0,128.3,5.7,0.181,0.001,-0.938,-0.053,2.6,-2.4,2.8,-2.1,25.7,0.1
32013588,6,2.1,2.1,2.1,0,2,25.8,14.9,0.22,9.1,0.7,0.02,0.102,1.522,14.922,1521,379,3477,1709,80.21,170.75,1.89,0.2,-1,1.8,0.3,80.8,-0.6,0,0,153.6,17.1,0.187,-0.004,-0.985,-0.006,1.6,-1.4,2.3,-1.6,25.8,0
32013590,2,1.1,1.1,1.1,0,2,25.8,14.9,0.22,9.1,0.7,0.02,0.102,1.522,14.922,1521,379,3477,1709,99.19,100.8,2.47,0.2,-1,1.3,-0.2,92.9,6.3,0,0,111.1,-10.3,0.184,-0.001,-0.989,-0.003,0.7,-0.5,1.5,-0.9,25.8,0
32013593,2,1.3,1.3,1.3,0,2,25.8,14.9,0.22,9.1,0.7,0.02,0.102,1.522,14.922,1521,379,3477,1709,85.03,100.25,2.48,0.2,-1,1.2,0.1,84.2,0.8,0,0,116.6,-16.3,0.184,-0.002,-0.988,-0.003,0.8,-0.6,3.1,-2.4,25.9,-0.1
32013600,1,0.6,0.6,0.6,0,10,23.5,6.7,5.48,7.9,11.4,0.06,0.150,2.155,14.367,1521,379,3477,1709,48.98,117.5,1.31,0.3,-0.8,1,-0.4,62,-13.1,0,0,84,33.5,0.248,0.086,-0.884,0.060,8.9,-3.4,22.4,-10.9,25.5,-2
32013603,1,0.5,0.5,0.5,0,10,23.5,6.7,5.48,7.9,11.4,0.06,0.150,2.155,14.367,1521,379,3477,1709,87.34,95.6,1.26,0.3,-0.8,0.6,-0.1,79.6,7.8,0.1,0,92.7,2.9,0.306,0.028,-0.852,0.028,8.2,-2.7,16.7,-5.3,24.5,-1
32013604,1,0.5,0.5,0.5,0,7,26.7,10.7,6.91,8.7,34.2,0.02,0.110,1.614,14.673,1521,379,3477,1709,62.05,83.4,1.77,0.2,-1,0.7,-0.2,64,-2,0,0,81.1,2.3,0.213,-0.005,-0.951,-0.008,6.7,0.2,28.8,5.4,26.1,0.6
32013605,3,1.2,1.2,1.2,0,7,26.7,10.7,6.91,8.7,34.2,0.02,0.110,1.614,14.673,1521,379,3477,1709,81.11,109.8,2.45,0.2,-1,1.3,-0.1,82.1,-1,0,0,125.6,-15.8,0.205,0.003,-0.960,0.001,7.4,-0.5,32.2,1.9,26.7,0
32013606,1,0.5,0.5,0.5,0,10,23.5,6.7,5.48,7.9,11.4,0.06,0.150,2.155,14.367,1521,379,3477,1709,59,72,1.05,0.3,-0.8,0.7,-0.2,62.9,-3.9,0.1,0,82.6,-10.6,0.287,0.047,-0.874,0.050,7.4,-1.9,14.3,-2.9,24.9,-1.4
32013611,1,0.8,0.8,0.8,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,63.56,53.4,1.95,0.2,-0.9,1,-0.2,65.3,-1.7,0,0,70.6,-17.2,0.229,-0.005,-0.908,0.012,4.4,-0.8,13.3,-8.5,24.4,-0.5
32013612,1,1.5,1.5,1.5,0,10,23.5,6.7,5.48,7.9,11.4,0.06,0.150,2.155,14.367,1521,379,3477,1709,54.82,156.8,1.37,0.3,-0.8,0.8,0.7,60.4,-5.5,0,0,121.2,35.6,0.246,0.087,-0.889,0.065,6.5,-1,12.1,-0.7,24.3,-0.8
32013613,1,0.8,0.8,0.8,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,58.01,127.8,1.47,0.2,-0.9,0.8,0,58.6,-0.6,0,0,123.5,4.3,0.247,-0.022,-0.891,-0.006,6.3,-2.6,12,-7.2,24.2,-0.3
32013615,2,0.9,0.9,0.9,0,7,26.7,10.7,6.91,8.7,34.2,0.02,0.110,1.614,14.673,1521,379,3477,1709,56.51,122.8,2.3,0.2,-1,1,-0.1,60.3,-3.8,0,0,117.1,5.7,0.209,-0.001,-0.940,-0.019,6.3,0.6,25.2,9,26.1,0.6
32013617,2,1.4,1.4,1.4,0,4,26.3,8.4,3.72,8.4,14.8,0.05,0.121,1.786,14.760,1521,379,3477,1709,76.01,121.5,2.68,0.3,-0.9,1.5,-0.1,68.9,7.1,0,0,142.6,-21.1,0.200,0.052,-0.940,0.023,3.6,0.1,14,0.8,26.6,-0.3
32013618,6,1.0,1,1,0,2,26.7,9.2,1.04,8.5,5.8,0.02,0.115,1.558,13.548,1521,379,3477,1709,52.58,126.75,2.53,0.2,-0.9,1.4,-0.4,54.2,-1.6,0,0,134.7,-8,0.200,-0.008,-0.935,-0.004,2.6,-1.5,12.5,-6.7,26.7,0
32013620,6,1.6,1.6,1.6,0,2,26.7,9.2,1.04,8.5,5.8,0.02,0.115,1.558,13.548,1521,379,3477,1709,91.59,114.5,2.75,0.2,-0.9,1.5,0.1,75.1,16.5,0,0,140.6,-26.1,0.197,-0.005,-0.935,-0.004,2.8,-1.8,11.3,-5.5,26.5,0.2
32013621,3,1.6,1.6,1.6,0,2,26.7,9.2,1.04,8.5,5.8,0.02,0.115,1.558,13.548,1521,379,3477,1709,51.08,120.8,2.6,0.2,-0.9,1.5,0.1,53.9,-2.9,0,2.21333333335696e-05,119.6,1.2,0.196,-0.003,-0.934,-0.006,1.9,-0.9,8,-2.2,26.5,0.2
32013623,6,0.2,0.2,0.2,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,91.5,100,2.55,0.2,-0.9,0.7,-0.5,87.3,4.2,0,0,103.5,-3.5,0.213,0.012,-0.909,0.013,4,-0.3,8.1,-3.2,24.6,-0.7
32013624,2,0.7,0.7,0.7,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,100,94,2.26,0.2,-0.9,1,-0.3,93.2,6.8,0,0,100.7,-6.7,0.232,-0.008,-0.892,-0.004,4,-0.3,7.5,-2.7,24.4,-0.5
32013626,1,0.8,0.8,0.8,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,57.11,194.4,1.44,0.2,-0.9,0.9,-0.1,55.3,1.8,0,0,107.3,87.1,0.237,-0.012,-0.896,3.80539248294731e-05,6.8,-3.1,11.5,-6.7,24.5,-0.6
32013628,1,1.0,1,1,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,92.79,96.75,2.28,0.2,-0.9,1.1,-0.1,90.6,2.2,0,0,105.8,-9.1,0.233,-0.008,-0.896,-0.001,4.1,-0.4,6.5,-1.7,24.1,-0.2
32013631,3,0.4,0.4,0.4,0,10,24.5,7.5,5.98,8.1,15.2,0.07,0.130,2.139,16.454,1521,379,3477,1709,100,48.4,2.82,0.3,-0.9,1,-0.6,96.8,3.2,0,0.1,95,-46.6,0.157,0.173,-0.922,0.035,3.5,2.5,8.1,7.1,25.2,-0.7
32013632,1,0.3,0.3,0.3,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,36.18,60.5,0.58,0.2,-0.9,0.4,-0.1,36.3,-0.1,0,0,71.4,-10.9,0.222,0.003,-0.894,-0.002,4.2,-0.6,6,-1.2,24,-0.1
32013634,3,1.1,1.1,1.1,0,5,23.9,6.6,3.67,8,4.8,0,0.127,1.677,13.205,1521,379,3477,1709,59.95,110.5,1.5,0.2,-0.9,1,0.1,59.6,0.4,0,0,113.1,-2.6,0.240,-0.016,-0.897,0.000,4.7,-1,8.2,-3.4,24.2,-0.3
32013636,6,0.5,0.5,0.5,0,1,27.2,9.6,0.02,8.6,2.6,0.01,0.107,1.224,11.439,1521,379,3477,1709,100,94.5,2.91,0.1,-1,0.8,-0.3,97.2,2.8,0,0,108.9,-14.4,0.151,-0.063,-0.943,-0.028,1.5,-1.5,7.1,-4.5,26.1,1.1
32013637,1,0.6,0.6,0.6,0,16,27,12.3,24.08,8.7,72.3,0.2,0.120,2.098,17.483,1521,379,3477,1709,42.83,58.8,0.62,0.3,-0.9,0.7,-0.1,41,1.9,0.2,0,75.9,-17.1,0.297,0.024,-0.900,-0.021,17.7,6.4,51.9,20.5,26.2,0.8
32013638,2,1.3,1.3,1.3,0,10,24.5,7.5,5.98,8.1,15.2,0.07,0.130,2.139,16.454,1521,379,3477,1709,80.67,170.25,2.52,0.3,-0.9,1.3,0,84.8,-4.2,0.1,0,152.2,18.1,0.310,0.020,-0.895,0.009,5.9,0.1,17.6,-2.4,25.1,-0.6
